pseudo_commun,contenus_commerciaux_tiktok,labels_tiktok,channel_id,titre_youtube,pseudo_youtube,abonnes_youtube,videos,pays_declare,url,rattachement,releve_le
julia_nadal_,3,Paid Partnership,UCn32mYhtU5pG8D4pTblQLDA,JULIA Nadal,@julia_nadal_,44900,187,FR,https://www.youtube.com/channel/UCn32mYhtU5pG8D4pTblQLDA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
davidlogananna,1,Paid Partnership,UC54PQsX2P4sjOc7009SOHIA,David Klein,@davidlogananna,44800,100,FR,https://www.youtube.com/channel/UC54PQsX2P4sjOc7009SOHIA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kenzasmg,1,Paid Partnership,UClDy2z56jXgh11xewifbERw,Kenza Sadoun-el Glaoui,@kenzasmg,44200,349,FR,https://www.youtube.com/channel/UClDy2z56jXgh11xewifbERw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pichetmel,5,Paid Partnership,UCDng8L53N_lRirFcnz9Z8mA,PICH & MEL,@pichetmel,43900,463,FR,https://www.youtube.com/channel/UCDng8L53N_lRirFcnz9Z8mA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sibyllete,1,Paid Partnership,UCDoK-N98tKSgq4KBxzN_1yA,Sibylle,@sibyllete,43600,435,FR,https://www.youtube.com/channel/UCDoK-N98tKSgq4KBxzN_1yA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
liamshayne_,2,Paid Partnership,UCWXwZfyS_MxRl4_vtZ1mrqw,Liamshayne_,@liamshayne_,43500,56,,https://www.youtube.com/channel/UCWXwZfyS_MxRl4_vtZ1mrqw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
skaret_stories,6,Promotional Content,UChaliG_8qm5Cl5j4mEziPJA,فانز أديب شامي,@skaret_stories,43400,90,,https://www.youtube.com/channel/UChaliG_8qm5Cl5j4mEziPJA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
alsenegomis,3,Paid Partnership,UCpdWr9Pvh_ILvO7jdULRqcw,Alsène Gomis,@alsenegomis,42900,1,,https://www.youtube.com/channel/UCpdWr9Pvh_ILvO7jdULRqcw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
secretdepeau,7,Paid Partnership,UC_k34mZFXUQrXoKWXmTcPkA,Secret De Peau,@secretdepeau,42300,470,FR,https://www.youtube.com/channel/UC_k34mZFXUQrXoKWXmTcPkA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
splinter_lol,2,Paid Partnership,UCUFxQTVia0I1h7z_1Do_9bg,Splinter - League of Legends,@splinter_lol,42200,501,FR,https://www.youtube.com/channel/UCUFxQTVia0I1h7z_1Do_9bg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lestreetfoodist,5,Paid Partnership,UCc0TVGD7m98nrFppRF07IBQ,Lestreetfoodist,@lestreetfoodist,40800,190,,https://www.youtube.com/channel/UCc0TVGD7m98nrFppRF07IBQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
boulderdashforge,1,Paid Partnership,UC15Fga9AWqWl1z5nwLszF_A,BOULDERDASHFORGE,@boulderdashforge,40400,197,FR,https://www.youtube.com/channel/UC15Fga9AWqWl1z5nwLszF_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laulilaulita,1,Paid Partnership,UCgsK1fSb5HjH7RKEfbfUPqA,Laulilaulita,@laulilaulita,40400,998,FR,https://www.youtube.com/channel/UCgsK1fSb5HjH7RKEfbfUPqA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lisa_brhd,3,Paid Partnership,UCjY5vzfBcHW5pH_9B_vphCw,Lisa brhd ,@lisa_brhd,40000,161,FR,https://www.youtube.com/channel/UCjY5vzfBcHW5pH_9B_vphCw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
flashshad0w,1,Paid Partnership,UCSsg1zha65FW1ZVaJcGF5PQ,FlashShad0w,@flashshad0w,39800,1609,FR,https://www.youtube.com/channel/UCSsg1zha65FW1ZVaJcGF5PQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ocoeurdespages,2,Paid Partnership,UC5i4Qv6Q-nrcPSMfEZQllcA,Ocoeurdespages,@ocoeurdespages,39700,413,FR,https://www.youtube.com/channel/UC5i4Qv6Q-nrcPSMfEZQllcA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
alichuree,1,Paid Partnership,UCY5yIvyjC_sjgEoGcgRIzRA,Alichuree,@alichuree,39600,48,,https://www.youtube.com/channel/UCY5yIvyjC_sjgEoGcgRIzRA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dy84758,1,Paid Partnership,UCtyEp8xHS7ZOlZJX8kXK4ZA,DJADJA ET YA,@dy84758,39500,106,,https://www.youtube.com/channel/UCtyEp8xHS7ZOlZJX8kXK4ZA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rorocuistot,14,Paid Partnership,UCumXaFp7Wy5f86UHS-_k6vQ,Roro,@rorocuistot,39300,148,,https://www.youtube.com/channel/UCumXaFp7Wy5f86UHS-_k6vQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
assmatchantilly,1,Paid Partnership,UCdUyGEYfwpT_Bj-jCZ6AsKQ,Assmat chantilly,@assmatchantilly,39200,483,,https://www.youtube.com/channel/UCdUyGEYfwpT_Bj-jCZ6AsKQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
therealtalina,6,Paid Partnership,UCy5UrcMIUNtDpCs2UKvgIUQ,The Real Talina,@therealtalina,39000,87,FR,https://www.youtube.com/channel/UCy5UrcMIUNtDpCs2UKvgIUQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nobodyxantho,5,Paid Partnership,UCb8_VFveLoJuqfTgWGPa78g,Nobody & Antho 🙃,@nobodyxantho,38900,315,,https://www.youtube.com/channel/UCb8_VFveLoJuqfTgWGPa78g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lyndaa_w,3,Paid Partnership,UCiQtknl2H3Qs1-RIBg9pqPw,Lyndaa_w,@lyndaa_w,38700,39,FR,https://www.youtube.com/channel/UCiQtknl2H3Qs1-RIBg9pqPw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rispowne,1,Paid Partnership,UCKFmRbSYdEM9cryEnR86Mdg,Rispowne,@rispowne,38700,387,FR,https://www.youtube.com/channel/UCKFmRbSYdEM9cryEnR86Mdg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
supercarmamie,1,Paid Partnership,UCTVBI2zQvsPKGWYn-JQrzTQ,supercarmamie,@supercarmamie,38600,185,,https://www.youtube.com/channel/UCTVBI2zQvsPKGWYn-JQrzTQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gabrielrippe,3,Paid Partnership,UCCaw_7sFG-P3El8onEhT_9g,Gabriel Rippe,@gabrielrippe,38100,651,FR,https://www.youtube.com/channel/UCCaw_7sFG-P3El8onEhT_9g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
el_marticino,1,Paid Partnership,UCNkpm73oXqw6QzONUihagqw,Martin Petit,@el_marticino,38100,113,FR,https://www.youtube.com/channel/UCNkpm73oXqw6QzONUihagqw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
manon__pasquier,6,Paid Partnership,UCUkrlYUHdTsLmeG3qpZrbgQ,Manon Pasquier,@manon__pasquier,37700,157,,https://www.youtube.com/channel/UCUkrlYUHdTsLmeG3qpZrbgQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
romainpiaud,2,Paid Partnership,UCfLyhjpn3hzleNtgTGOQimA,Romain PIAUD,@romainpiaud,37700,681,FR,https://www.youtube.com/channel/UCfLyhjpn3hzleNtgTGOQimA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lorealpro,1,Promotional Content,UCOrTNf9RLNt8zNcIRM1kUjg,L'Oréal Professionnel Paris,@lorealpro,37400,70,FR,https://www.youtube.com/channel/UCOrTNf9RLNt8zNcIRM1kUjg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cuisineactuelle,4,Paid Partnership,UCFgX75rT_4FQmO17EkSfpJQ,Cuisine actuelle,@cuisineactuelle,37000,525,FR,https://www.youtube.com/channel/UCFgX75rT_4FQmO17EkSfpJQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
poqssi,2,Paid Partnership,UC24AhZGs19L0s5FrSFG_DLQ,Poqssi,@poqssi,36800,28,FR,https://www.youtube.com/channel/UC24AhZGs19L0s5FrSFG_DLQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
inesbombshell,2,Paid Partnership,UCpIcQTOf7QfEPs_2BIymWDQ,Inès Bombshell,@inesbombshell,36700,183,,https://www.youtube.com/channel/UCpIcQTOf7QfEPs_2BIymWDQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
elisegilmor,1,Paid Partnership,UCUVuWsFgj0EpI26Na2-caqw,Elise Gilmor 🌞,@elisegilmor,36300,393,FR,https://www.youtube.com/channel/UCUVuWsFgj0EpI26Na2-caqw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
glowupwithkenza,1,Paid Partnership,UCoBJ5kDOAU2x0UzthEoH-qw,glowupwithkenza,@glowupwithkenza,36000,344,,https://www.youtube.com/channel/UCoBJ5kDOAU2x0UzthEoH-qw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
martial_blin,1,Paid Partnership,UCrtuUDPsclcCxYR0UTQnbuA,martial_blin,@martial_blin,36000,221,,https://www.youtube.com/channel/UCrtuUDPsclcCxYR0UTQnbuA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mcdonaldsfrance,122,Paid Partnership | Promotional Content,UC2_6yNdzqnTG8QxaeOdD_0g,McDonald's France,@mcdonaldsfrance,35400,62,,https://www.youtube.com/channel/UC2_6yNdzqnTG8QxaeOdD_0g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cookwlina,1,Paid Partnership,UCDihqrxigSws-LMKi9u65HQ,Lina’s kitchen,@cookwlina,35100,307,,https://www.youtube.com/channel/UCDihqrxigSws-LMKi9u65HQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
joladiete,1,Paid Partnership,UCsc6-LIRJtBbMUId47GBmdA,Joladiete ,@joladiete,34800,274,,https://www.youtube.com/channel/UCsc6-LIRJtBbMUId47GBmdA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
punchologue,1,Paid Partnership,UCIlk0iJGvPtuFZa7PfXv4xQ,Punchologue,@punchologue,34400,92,FR,https://www.youtube.com/channel/UCIlk0iJGvPtuFZa7PfXv4xQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
demotivateur_fr,1,Paid Partnership,UC56kibh0myMRRAt3sBDu6KA,Demotivateur,@demotivateur_fr,34300,2050,FR,https://www.youtube.com/channel/UC56kibh0myMRRAt3sBDu6KA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
neatrenol,1,Paid Partnership,UC7jQylEhTdyS2NTcMwk_6ww,Neat Nenol,@neatrenol,34300,1,FR,https://www.youtube.com/channel/UC7jQylEhTdyS2NTcMwk_6ww,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
vagabonde.creation,2,Paid Partnership,UCFEnr58fz6LrGHbNilQLriA,Vagabonde Creation ,@vagabonde.creation,34200,213,FR,https://www.youtube.com/channel/UCFEnr58fz6LrGHbNilQLriA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cloelecoq,1,Paid Partnership,UC8mq_1t_iyeB9G5DyzFAjPw,cloé lecoq,@cloelecoq,34200,756,,https://www.youtube.com/channel/UC8mq_1t_iyeB9G5DyzFAjPw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
debbraahworld,1,Paid Partnership,UCwKeTwC7POnzA3Sp3aX41mw,DebbraahWorld,@debbraahworld,34200,500,FR,https://www.youtube.com/channel/UCwKeTwC7POnzA3Sp3aX41mw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
xooenjoy,2,Paid Partnership,UCyKiO860xoWvgZ9HqA9wTQg,Clarisse,@xooenjoy,33800,93,FR,https://www.youtube.com/channel/UCyKiO860xoWvgZ9HqA9wTQg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
doristenara,17,Paid Partnership | Promotional Content,UC_4ZmQJVJ2QPDwL85CK-qhQ,Doris Tenara,@doristenara,33700,174,FR,https://www.youtube.com/channel/UC_4ZmQJVJ2QPDwL85CK-qhQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lejournaldubudget,4,Paid Partnership,UCeHT9AO0s9E6prZujJuOEQw,Le Journal du Budget,@lejournaldubudget,33700,319,FR,https://www.youtube.com/channel/UCeHT9AO0s9E6prZujJuOEQw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
theblackjuju000,1,Paid Partnership,UC16Sf4v4gwEy1jEHo5a7YDQ,Theblackjuju,@theblackjuju000,33600,55,,https://www.youtube.com/channel/UC16Sf4v4gwEy1jEHo5a7YDQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
spotifyfrance,3,Promotional Content,UC2l0ywqZoVN6qSPOVh_qEfA,Spotify France,@spotifyfrance,33400,373,FR,https://www.youtube.com/channel/UC2l0ywqZoVN6qSPOVh_qEfA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aliciacolorful,1,Paid Partnership,UCCl8h3sD1jiH8H3RAcPs0LQ,Alicia colorful ,@aliciacolorful,33400,98,,https://www.youtube.com/channel/UCCl8h3sD1jiH8H3RAcPs0LQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enzoetcharlotte,1,Paid Partnership,UCpTFpV9iW7zOufmzgb9JRnA,Enzoetcharlotte,@enzoetcharlotte,33400,373,,https://www.youtube.com/channel/UCpTFpV9iW7zOufmzgb9JRnA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
le_chat_toque,1,Paid Partnership,UCt8XzpXKWfN6cK-3-qjA-IA,Le Chat Toqué,@le_chat_toque,32900,269,FR,https://www.youtube.com/channel/UCt8XzpXKWfN6cK-3-qjA-IA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
moulay_et_soum,2,Paid Partnership,UCT7FUim7XO7mm1qhfs8eM0w,moulay_et_soum,@moulay_et_soum,32400,709,FR,https://www.youtube.com/channel/UCT7FUim7XO7mm1qhfs8eM0w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
carolinenicoullaud,10,Paid Partnership,UCy1R039Lazd1hHq8DTW4EoA,caroline nicoullaud,@carolinenicoullaud,32200,313,,https://www.youtube.com/channel/UCy1R039Lazd1hHq8DTW4EoA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nessyfood,1,Paid Partnership,UCkMXKMcJfsutZ2JBQz46H4A,Nessy Food,@nessyfood,32100,137,,https://www.youtube.com/channel/UCkMXKMcJfsutZ2JBQz46H4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sandy_glt,1,Paid Partnership,UCy3Yns6TpmunnsDuehC1qyA,SANDYGLT,@sandy_glt,31900,297,FR,https://www.youtube.com/channel/UCy3Yns6TpmunnsDuehC1qyA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nathanviall3,2,Paid Partnership,UC3BXE18m7Ahw_4IxBGrQVXQ,Nathanvialle,@nathanviall3,31700,508,,https://www.youtube.com/channel/UC3BXE18m7Ahw_4IxBGrQVXQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
m.le.directeur_officiel,1,Paid Partnership,UCioXOyWnDtXxkUY6KFdEzuw,M.le.directeur_officiel,@m.le.directeur_officiel,31500,613,FR,https://www.youtube.com/channel/UCioXOyWnDtXxkUY6KFdEzuw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
helssyhair,1,Paid Partnership,UCEYIJBCU72sscx9Y3jOgwbQ,Helssy Hair,@helssyhair,31400,408,FR,https://www.youtube.com/channel/UCEYIJBCU72sscx9Y3jOgwbQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leh_duc,1,Paid Partnership,UCnyI_L0yXQTLV0B7sOBHrvw,Le H🥷🏿,@leh_duc,31100,83,,https://www.youtube.com/channel/UCnyI_L0yXQTLV0B7sOBHrvw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
widad_style,2,Paid Partnership,UC22uDGNc71tN1qHBGcf7zFQ,widad_style,@widad_style,30900,92,FR,https://www.youtube.com/channel/UC22uDGNc71tN1qHBGcf7zFQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lvmh,1,Promotional Content,UCGMgos3cyboHsWOlU6zVvZw,LVMH,@lvmh,30800,466,,https://www.youtube.com/channel/UCGMgos3cyboHsWOlU6zVvZw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
global_faa,3,Paid Partnership,UCciilPDy_bn0NuNBhyMcuvQ,Global Faa recettes شهيواتي البسيطة,@global_faa,30600,127,FR,https://www.youtube.com/channel/UCciilPDy_bn0NuNBhyMcuvQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jantonitv,1,Paid Partnership,UCFlxFyCzAlPR3LhbV7p3btw,JantoniTv,@jantonitv,30600,1912,FR,https://www.youtube.com/channel/UCFlxFyCzAlPR3LhbV7p3btw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
madroledefamille,1,Paid Partnership,UCctwuoTgjUYKVL9ZQcjLu7A,Ma drôle de famille,@madroledefamille,30600,112,FR,https://www.youtube.com/channel/UCctwuoTgjUYKVL9ZQcjLu7A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lalaamisaki,1,Paid Partnership,UC7q7c20ctRjC11udS5G6mvQ,LALAA MISAKI,@lalaamisaki,30300,71,FR,https://www.youtube.com/channel/UC7q7c20ctRjC11udS5G6mvQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
julieferrat,20,Paid Partnership,UCi-5m7z5Yg3QF6cNPvQbCug,Julie Ferrat,@julieferrat,30200,6,FR,https://www.youtube.com/channel/UCi-5m7z5Yg3QF6cNPvQbCug,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cestarpinbon,1,Paid Partnership,UCD3XeTmDBYECf7jm9Y6x-wQ,Cestarpinbon,@cestarpinbon,29900,144,,https://www.youtube.com/channel/UCD3XeTmDBYECf7jm9Y6x-wQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
roganplaysgames,5,Paid Partnership,UCXaNjez7JyJ_JDFEKrC8JmQ,Rogan 🎮 gaming nonsense,@roganplaysgames,29800,629,CA,https://www.youtube.com/channel/UCXaNjez7JyJ_JDFEKrC8JmQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sandy_et_cie,1,Paid Partnership,UCo6Am83KnbQrqXKdn2-HkPA,Sandy&Cie,@sandy_et_cie,29600,163,FR,https://www.youtube.com/channel/UCo6Am83KnbQrqXKdn2-HkPA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dosetue,3,Promotional Content,UC6VUG62N2uGcDbVaLhl9uUQ,DOSETUE,@dosetue,29500,187,,https://www.youtube.com/channel/UC6VUG62N2uGcDbVaLhl9uUQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
amine_streetfoot,2,Paid Partnership,UCYFXwaN_4IGwgQVY5m9F7AA,Amine_streetfoot,@amine_streetfoot,29500,71,,https://www.youtube.com/channel/UCYFXwaN_4IGwgQVY5m9F7AA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yesmonga,1,Paid Partnership,UCq9mLA1ymDB-fFSWKX2fHTg,Alex 🇷🇴,@yesmonga,29200,97,FR,https://www.youtube.com/channel/UCq9mLA1ymDB-fFSWKX2fHTg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
eyzuro,2,Paid Partnership,UCl2GwSBbsANeqVrPNLtDBXQ,Eyzuro,@eyzuro,29000,78,FR,https://www.youtube.com/channel/UCl2GwSBbsANeqVrPNLtDBXQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
antoiz,3,Paid Partnership,UCatjFhOOGeNbsHM6qVu-ilQ,Antoiz,@antoiz,28900,23,FR,https://www.youtube.com/channel/UCatjFhOOGeNbsHM6qVu-ilQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sncfconnect,1,Promotional Content,UCb7U-yd5HLPjzlLWeb2B71A,SNCF Connect,@sncfconnect,28700,154,FR,https://www.youtube.com/channel/UCb7U-yd5HLPjzlLWeb2B71A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mzrouane,1,Paid Partnership,UCwPd5i-k_VH4RR2tgwL9qhg,Mzrou,@mzrouane,28600,68,FR,https://www.youtube.com/channel/UCwPd5i-k_VH4RR2tgwL9qhg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
elikiahagnala,2,Paid Partnership,UCAaWc8MM8tfe0UjHEW91L5A,LES AUDACES D' ÉLI,@elikiahagnala,28300,280,FR,https://www.youtube.com/channel/UCAaWc8MM8tfe0UjHEW91L5A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
comeonfuture,2,Paid Partnership,UCsBW9sHYAKfsNmeQUnxo5_Q,Come On Future,@comeonfuture,28200,221,FR,https://www.youtube.com/channel/UCsBW9sHYAKfsNmeQUnxo5_Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nolannjsm,1,Promotional Content,UCw_UhTDwH7R39H0GetlsUCQ,Nolannjsm,@nolannjsm,28200,2,FR,https://www.youtube.com/channel/UCw_UhTDwH7R39H0GetlsUCQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
berenicegss,2,Paid Partnership,UCE7EZhISZJOMrG56PtMjp6g,berenicegss,@berenicegss,27800,549,,https://www.youtube.com/channel/UCE7EZhISZJOMrG56PtMjp6g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yoel_pkmz7u7,3,Promotional Content,UCRt9LaIJBP0klN80-BV9FTg,YoelitoGG,@yoel_pkmz7u7,27700,84,PE,https://www.youtube.com/channel/UCRt9LaIJBP0klN80-BV9FTg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
anymeril,3,Paid Partnership,UCh_GR9w4LpoxauQo0heckPA,ANYMERIL,@anymeril,27700,124,,https://www.youtube.com/channel/UCh_GR9w4LpoxauQo0heckPA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
riad.arobase,1,Paid Partnership,UCdVucgFuGyHEa6zeuYuvMIQ,Riad Arobase,@riad.arobase,27700,154,,https://www.youtube.com/channel/UCdVucgFuGyHEa6zeuYuvMIQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
super_hardware,1,Paid Partnership,UCY-8vMctvhXzOJ_Al-cnPyA,SuperHardware,@super_hardware,27700,76,,https://www.youtube.com/channel/UCY-8vMctvhXzOJ_Al-cnPyA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sarabadiamakeup,2,Paid Partnership,UCgWK_UxMuOJxeWtpISsmYPQ,Sarabadiamakeup ,@sarabadiamakeup,27600,100,FR,https://www.youtube.com/channel/UCgWK_UxMuOJxeWtpISsmYPQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
parents_fr,1,Paid Partnership,UC6nI1qOv5QhCToYaq3ESfOw,Parents,@parents_fr,27600,335,FR,https://www.youtube.com/channel/UC6nI1qOv5QhCToYaq3ESfOw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
melissaallbb,10,Paid Partnership,UCaNC8ZRoP8-ODTvfZkIE4dg,Mimi,@melissaallbb,27500,53,FR,https://www.youtube.com/channel/UCaNC8ZRoP8-ODTvfZkIE4dg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ml2.lavrai,3,Paid Partnership,UCju97Uht_L7oVtGOdua-nxA,ML2 🫶🏻,@ml2.lavrai,27300,200,,https://www.youtube.com/channel/UCju97Uht_L7oVtGOdua-nxA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
marrant_club,1,Paid Partnership,UCQ9v8oGqAY3qTIHOZKYk32w,Marrant Club,@marrant_club,27200,2,,https://www.youtube.com/channel/UCQ9v8oGqAY3qTIHOZKYk32w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ainhoastck,1,Paid Partnership,UCADYPSN7ZPLbzhOnYGV4FEg,ainhoa stck,@ainhoastck,26500,156,,https://www.youtube.com/channel/UCADYPSN7ZPLbzhOnYGV4FEg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rubipigeon,1,Paid Partnership,UCDpIZqnHbod8_5edfEthhDA,Rubi Pigeon,@rubipigeon,26500,207,FR,https://www.youtube.com/channel/UCDpIZqnHbod8_5edfEthhDA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
thomasdeseur,4,Paid Partnership,UC1laADwVF4U43BONuLFUnXw,Thomas Deseur,@thomasdeseur,25900,1,,https://www.youtube.com/channel/UC1laADwVF4U43BONuLFUnXw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
keyli_blog,1,Paid Partnership,UC4KEXLy4SQ9aRLBNKz0jY4w,"Кейли, мотивация & лайфстайл",@keyli_blog,25700,491,,https://www.youtube.com/channel/UC4KEXLy4SQ9aRLBNKz0jY4w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
amandineyk,26,Paid Partnership,UCdUn_4UcPaPNpPPpObFSPEg,Amandine Yk,@amandineyk,25500,108,FR,https://www.youtube.com/channel/UCdUn_4UcPaPNpPPpObFSPEg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lesjobastres,1,Paid Partnership,UCx_K0rJ-GSVj7xtf1PvL2lQ,Les Jobastres,@lesjobastres,25400,594,FR,https://www.youtube.com/channel/UCx_K0rJ-GSVj7xtf1PvL2lQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ileanarnaud,2,Paid Partnership,UCzKwXQmFPU_Y1Orb4ckoMCw,Iléana,@ileanarnaud,25300,1,,https://www.youtube.com/channel/UCzKwXQmFPU_Y1Orb4ckoMCw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
decodeia,1,Paid Partnership,UCPvg8ArZsU5HmyriebuDTBw,Décode IA,@decodeia,25300,336,,https://www.youtube.com/channel/UCPvg8ArZsU5HmyriebuDTBw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
myriamdiary,1,Paid Partnership,UCg60RD0QOSxg_p07XlB36DQ,Myriam Diary,@myriamdiary,25300,797,FR,https://www.youtube.com/channel/UCg60RD0QOSxg_p07XlB36DQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pazapah,3,Paid Partnership,UCQEuWbHR5Rjrux7XCX9-nww,Pazapah,@pazapah,25100,230,FR,https://www.youtube.com/channel/UCQEuWbHR5Rjrux7XCX9-nww,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
myriamftb,1,Paid Partnership,UCudX0iO6EWmTshxFxPWq-UQ, Myriamftb,@myriamftb,24800,231,FR,https://www.youtube.com/channel/UCudX0iO6EWmTshxFxPWq-UQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
valinfood,2,Paid Partnership,UCYSTnCPLXW4CNoQMb1Qn7pw,Valinfood - Valentine,@valinfood,24700,177,FR,https://www.youtube.com/channel/UCYSTnCPLXW4CNoQMb1Qn7pw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
