pseudo_commun,contenus_commerciaux_tiktok,labels_tiktok,channel_id,titre_youtube,pseudo_youtube,abonnes_youtube,videos,pays_declare,url,rattachement,releve_le
lesauhap,1,Paid Partnership,UCY6qDnt4I3iMJ65IAHi_JSg,Sauhap,@lesauhap,24600,131,FR,https://www.youtube.com/channel/UCY6qDnt4I3iMJ65IAHi_JSg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lala.fatima17,3,Paid Partnership | Promotional Content,UCnyN78MfjYJurhIhnvSmo6g,lala fatima,@lala.fatima17,24100,864,FR,https://www.youtube.com/channel/UCnyN78MfjYJurhIhnvSmo6g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jodhair,1,Paid Partnership,UC-htH3NXYRiFixfF7Gucqqg,JodHair,@jodhair,23600,205,US,https://www.youtube.com/channel/UC-htH3NXYRiFixfF7Gucqqg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
safya_msl,1,Paid Partnership,UCPJMFNpXlUUiFyaABzRsOKA,Safya_msl,@safya_msl,23500,41,FR,https://www.youtube.com/channel/UCPJMFNpXlUUiFyaABzRsOKA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aprizo_off,1,Promotional Content,UCtnkmp0_mNyDA84AyUEpG4w,Aprizo_off,@aprizo_off,23300,109,,https://www.youtube.com/channel/UCtnkmp0_mNyDA84AyUEpG4w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
isiaarcang,7,Paid Partnership,UCRuahpf1cSmqjusmcIg64ag,Isïa,@isiaarcang,23200,32,FR,https://www.youtube.com/channel/UCRuahpf1cSmqjusmcIg64ag,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
javanincompris,1,Paid Partnership,UCoMsmtmMH2Z4ePruKBimMdw,Javan,@javanincompris,23200,19,FR,https://www.youtube.com/channel/UCoMsmtmMH2Z4ePruKBimMdw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sianamakeup,11,Paid Partnership,UCPOXW4cdYT8wXKyq4ByAI0g,SIANA MAKEUP,@sianamakeup,23100,271,FR,https://www.youtube.com/channel/UCPOXW4cdYT8wXKyq4ByAI0g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lautika,14,Paid Partnership,UCl-Zul2HUguH9NExINVxBrA,Lautika,@lautika,22800,52,FR,https://www.youtube.com/channel/UCl-Zul2HUguH9NExINVxBrA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
equipefra,1,Promotional Content,UC_BrYi3TF7mVOpe8LVqCK5g,EquipeFRA,@equipefra,22700,473,,https://www.youtube.com/channel/UC_BrYi3TF7mVOpe8LVqCK5g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
venusisnaive,1,Paid Partnership,UCAY3rSGtYI5gAkz7i8uqoLQ,Venus Is Naive,@venusisnaive,22600,759,FR,https://www.youtube.com/channel/UCAY3rSGtYI5gAkz7i8uqoLQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
capelovi,1,Paid Partnership,UCgGJFxVu1tV8VMPjGFQ_-jQ,Capelovi ,@capelovi,22400,388,FR,https://www.youtube.com/channel/UCgGJFxVu1tV8VMPjGFQ_-jQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leilaetguilane,2,Paid Partnership,UCQxQygjZAKM2kDd6MEO7_FA,Leila & Guilane,@leilaetguilane,22300,769,,https://www.youtube.com/channel/UCQxQygjZAKM2kDd6MEO7_FA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
joan_officiel,1,Paid Partnership,UCVNgxc-naYzRmut_D55y-zA,joan_officiel,@joan_officiel,22300,1359,FR,https://www.youtube.com/channel/UCVNgxc-naYzRmut_D55y-zA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
muslimtendanceparisienne,1,Promotional Content,UCACKMDZki0ogS6XVI8j7xHg,Muslimtendanceparisienne,@muslimtendanceparisienne,22300,523,,https://www.youtube.com/channel/UCACKMDZki0ogS6XVI8j7xHg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lesbonnesappes,1,Paid Partnership,UCxS5duTIyJ3kUu-7jjP3o7A,lesbonnesappes,@lesbonnesappes,21900,87,,https://www.youtube.com/channel/UCxS5duTIyJ3kUu-7jjP3o7A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rienquedesvoyages,1,Paid Partnership,UCaAV23UgouPYGadiWZXu7pA,Rien que des voyages,@rienquedesvoyages,21900,362,FR,https://www.youtube.com/channel/UCaAV23UgouPYGadiWZXu7pA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
moulaysk,1,Paid Partnership,UCKKroSOG8aFQPoI7szcBI7A,Moulay ,@moulaysk,21800,33,FR,https://www.youtube.com/channel/UCKKroSOG8aFQPoI7szcBI7A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maxomh,2,Paid Partnership,UCwIXlnlkm_GI4X-szBy0MPQ,Maxo Mh,@maxomh,21400,249,FR,https://www.youtube.com/channel/UCwIXlnlkm_GI4X-szBy0MPQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
juliecicara,2,Paid Partnership,UC6wCqEhGXknyD10o20D5AYw,Julie Cicara,@juliecicara,21100,355,FR,https://www.youtube.com/channel/UC6wCqEhGXknyD10o20D5AYw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
momouz_28,1,Paid Partnership,UCCIEf3d-joDdTBznWa7pRGQ,Momouz,@momouz_28,21100,762,,https://www.youtube.com/channel/UCCIEf3d-joDdTBznWa7pRGQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
curliid,1,Paid Partnership,UCSydlqjiVjPNk-b45pYCD3Q,CURLiD,@curliid,20900,1122,FR,https://www.youtube.com/channel/UCSydlqjiVjPNk-b45pYCD3Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
carlabelleeee,1,Paid Partnership,UCpX2OiWFJ8f3x9unPi8K7zQ,Carla Bellée,@carlabelleeee,20800,54,FR,https://www.youtube.com/channel/UCpX2OiWFJ8f3x9unPi8K7zQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ironboxing3,1,Paid Partnership,UC0xTd4odstoJVc2_3FY5GDg,IRON-TYXON,@ironboxing3,20700,183,,https://www.youtube.com/channel/UC0xTd4odstoJVc2_3FY5GDg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
royzafr,1,Paid Partnership,UCyIu3z6lgOzwWk311COwxyQ,Royzafr,@royzafr,20700,241,,https://www.youtube.com/channel/UCyIu3z6lgOzwWk311COwxyQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
micro2rouen,2,Paid Partnership,UCgd5UbQkdLuq5muSh3rwFUw,Micro2Rouen,@micro2rouen,20500,129,,https://www.youtube.com/channel/UCgd5UbQkdLuq5muSh3rwFUw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lysiane_vgl,3,Paid Partnership,UCSfPRPE8iIlntCzYiTRL1HA,Lysiane,@lysiane_vgl,20300,244,FR,https://www.youtube.com/channel/UCSfPRPE8iIlntCzYiTRL1HA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yezzaswag,4,Paid Partnership,UCXqadI5BTzrOt_Tsw9kuJLw,yezzaswag,@yezzaswag,19800,272,FR,https://www.youtube.com/channel/UCXqadI5BTzrOt_Tsw9kuJLw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maison.bohemian,1,Paid Partnership,UCUKswDIRhFoWsORMhARuLdg,Maison Bohemian,@maison.bohemian,19800,130,FR,https://www.youtube.com/channel/UCUKswDIRhFoWsORMhARuLdg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leosamatv,1,Paid Partnership,UC7kpSrbzHHMCTVFu0_0wfkA,LEOSAMA,@leosamatv,19800,307,FR,https://www.youtube.com/channel/UC7kpSrbzHHMCTVFu0_0wfkA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lailaxsnoop,1,Paid Partnership,UCUtHmOB3_ZOkohfEcPYQuoQ,Laila et Snoop,@lailaxsnoop,19700,17,FR,https://www.youtube.com/channel/UCUtHmOB3_ZOkohfEcPYQuoQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
stories_with_lina,3,Paid Partnership,UCzeweRR7fjb5pHt-kdQP6wQ,قصص واقعية,@stories_with_lina,19500,237,FR,https://www.youtube.com/channel/UCzeweRR7fjb5pHt-kdQP6wQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
unptitgarss,3,Paid Partnership,UCnxCT6zgqh90W6BT1FkSr4g,Unptitgarss,@unptitgarss,19100,195,,https://www.youtube.com/channel/UCnxCT6zgqh90W6BT1FkSr4g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
peladonayra,3,Paid Partnership,UCtnmHbYgd8NFwtA0xXEX7bg,Pelado nayra ,@peladonayra,19000,451,EC,https://www.youtube.com/channel/UCtnmHbYgd8NFwtA0xXEX7bg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
noemiepolverini,1,Paid Partnership,UCuQwELHsR1hwi3WcUz8-IoQ,Noémie Polverini,@noemiepolverini,18900,78,FR,https://www.youtube.com/channel/UCuQwELHsR1hwi3WcUz8-IoQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tylergrt,1,Paid Partnership,UC3rkTojKqJXvEt0BO7bINnA,Tyler Grt,@tylergrt,18700,22,FR,https://www.youtube.com/channel/UC3rkTojKqJXvEt0BO7bINnA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tomecooo,5,Paid Partnership,UC5ZuGiGTT1BEuKSZ0QgluwQ,TOMECO,@tomecooo,18600,58,FR,https://www.youtube.com/channel/UC5ZuGiGTT1BEuKSZ0QgluwQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
eloiobad,1,Paid Partnership,UC8PtwDIHaziZRJpv2FUlSFg,Eloiobad,@eloiobad,18600,48,FR,https://www.youtube.com/channel/UC8PtwDIHaziZRJpv2FUlSFg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zak.elmahalli,1,Paid Partnership,UCGcuAGRZVGganyrrrkrWydw,Zak El Mahalli,@zak.elmahalli,18500,67,MA,https://www.youtube.com/channel/UCGcuAGRZVGganyrrrkrWydw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lastarx29,8,Paid Partnership,UCKUUNpEWJVNLv-jtSPYbBsg,Sarah Uzumaki ,@lastarx29,18400,59,,https://www.youtube.com/channel/UCKUUNpEWJVNLv-jtSPYbBsg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
celinemonsoon,3,Paid Partnership,UCBUExSHMMNcn7pXsNDbrBCw,celinemonsoon,@celinemonsoon,18300,354,,https://www.youtube.com/channel/UCBUExSHMMNcn7pXsNDbrBCw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
stephaniesweetlife,2,Paid Partnership,UCXH00yII0-CpNN7QXm6H8TQ,stephaniesweetlife ,@stephaniesweetlife,18300,130,,https://www.youtube.com/channel/UCXH00yII0-CpNN7QXm6H8TQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
louiscios,1,Paid Partnership,UC5paF9eIeAM26DNVfbMGPUw,Louis Cios,@louiscios,18300,1101,,https://www.youtube.com/channel/UC5paF9eIeAM26DNVfbMGPUw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ateliersacdenoeuds,1,Promotional Content,UC1yyBF3wcYOgTxp0Xby0KOg,Atelier sac de noeuds,@ateliersacdenoeuds,18200,329,FR,https://www.youtube.com/channel/UC1yyBF3wcYOgTxp0Xby0KOg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
makowtv,1,Promotional Content,UClvMieTna2ljN6Hbr2S-DWw,MAKOW,@makowtv,18200,401,,https://www.youtube.com/channel/UClvMieTna2ljN6Hbr2S-DWw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
effrance,23,Paid Partnership | Promotional Content,UCAiUMyS4dx4Tjkon2PbpKaw,EF France,@effrance,17400,766,FR,https://www.youtube.com/channel/UCAiUMyS4dx4Tjkon2PbpKaw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
youtiles,1,Paid Partnership,UCwhPlyDz_n-M1jQhitiFBeQ,Youtiles,@youtiles,17400,453,,https://www.youtube.com/channel/UCwhPlyDz_n-M1jQhitiFBeQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lucasdrag,5,Paid Partnership,UClxudd8WpS9vw5HgoG_Y33Q,LUCAS DRAG,@lucasdrag,17200,2,FR,https://www.youtube.com/channel/UClxudd8WpS9vw5HgoG_Y33Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
senseikprime,2,Paid Partnership,UC3C4HPr2s1S73zjBxUV00_g,SenseiDmots,@senseikprime,17200,223,FR,https://www.youtube.com/channel/UC3C4HPr2s1S73zjBxUV00_g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
thecheftomy,2,Paid Partnership,UC1zdwJWbqixu-7CJhzSqKIw,The Chef Tomy,@thecheftomy,17100,238,FR,https://www.youtube.com/channel/UC1zdwJWbqixu-7CJhzSqKIw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
amandine_laurnt,2,Paid Partnership,UC9G4w34O2t7hKcSMSqsX_lA,Amandine Laurent,@amandine_laurnt,17000,83,FR,https://www.youtube.com/channel/UC9G4w34O2t7hKcSMSqsX_lA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ilodiesel,1,Paid Partnership,UCSqwbP2WpVz5u3TPDs9PQ_w,Ilona 🦋,@ilodiesel,16900,182,,https://www.youtube.com/channel/UCSqwbP2WpVz5u3TPDs9PQ_w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enzoreads,2,Paid Partnership,UChSPXqs46EyVEDWMXgibrxA,enzoreads,@enzoreads,16800,80,FR,https://www.youtube.com/channel/UChSPXqs46EyVEDWMXgibrxA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
carlajuulie,5,Paid Partnership,UCg0v4svawBeej6bIEkAhuTg,carla julie,@carlajuulie,16700,22,,https://www.youtube.com/channel/UCg0v4svawBeej6bIEkAhuTg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
marieandmood,1,Paid Partnership,UCtvNBwmMNm7GujjFhQPusuw,Marie andMood,@marieandmood,16600,88,FR,https://www.youtube.com/channel/UCtvNBwmMNm7GujjFhQPusuw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
siennabernardini,5,Paid Partnership,UCu4vlH8W1P0Ia9ui7CThnhQ,Sienna,@siennabernardini,16500,74,FR,https://www.youtube.com/channel/UCu4vlH8W1P0Ia9ui7CThnhQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sucreamcoaster,4,Paid Partnership,UClURnX3o0DjGehQZJCI_OLA,Sucream,@sucreamcoaster,16500,27,,https://www.youtube.com/channel/UClURnX3o0DjGehQZJCI_OLA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
orxane,2,Paid Partnership,UCKjjqdt_1AmMxXVhz2EfiyQ,Orxane,@orxane,16500,450,FR,https://www.youtube.com/channel/UCKjjqdt_1AmMxXVhz2EfiyQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jesuisadame,1,Paid Partnership,UCNsRtUHMTZ6Iz-h1El_uMnQ,Adamé,@jesuisadame,16500,46,,https://www.youtube.com/channel/UCNsRtUHMTZ6Iz-h1El_uMnQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kyzenfn,1,Paid Partnership,UC7hiPpAYbQv6DhQPypi1Dww,Kyzen,@kyzenfn,16400,88,FR,https://www.youtube.com/channel/UC7hiPpAYbQv6DhQPypi1Dww,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
clemdelacreeme,1,Paid Partnership,UC7ex7YN3e4HpwKnFK3O14Rg,clemdelacreeme,@clemdelacreeme,16300,8,FR,https://www.youtube.com/channel/UC7ex7YN3e4HpwKnFK3O14Rg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jesuisdaiki,3,Paid Partnership,UCbUvQG9nEs5eKL0-C-TkaOw,Daiki,@jesuisdaiki,16200,117,,https://www.youtube.com/channel/UCbUvQG9nEs5eKL0-C-TkaOw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
_nicolasbarbet_,2,Paid Partnership,UCwZsbPUXohCN867pQzioGLw,Nicolas Barbet,@_nicolasbarbet_,16200,377,FR,https://www.youtube.com/channel/UCwZsbPUXohCN867pQzioGLw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
profbabou,1,Paid Partnership,UC9ORdlwixKTateMZsEfrHYQ,ProfBabou,@profbabou,16100,728,,https://www.youtube.com/channel/UC9ORdlwixKTateMZsEfrHYQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cindyjn,3,Paid Partnership,UCs7S-BRJMKrEyN8-fR5F3Iw,Cindy JN,@cindyjn,16000,8,FR,https://www.youtube.com/channel/UCs7S-BRJMKrEyN8-fR5F3Iw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ladistino,1,Paid Partnership,UCdwUpdxef_lCb0B2LVFolUg,Ladistino,@ladistino,16000,185,AR,https://www.youtube.com/channel/UCdwUpdxef_lCb0B2LVFolUg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jeho_spt,1,Paid Partnership,UC9Ngi68Fz7cJWNMOVsRy27w,Jeho,@jeho_spt,16000,34,,https://www.youtube.com/channel/UC9Ngi68Fz7cJWNMOVsRy27w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
carolay_tulcan,1,Paid Partnership,UCOGNhJ_ClB6xnu4T17Vn7UQ,Carolay Tulcan ,@carolay_tulcan,16000,301,,https://www.youtube.com/channel/UCOGNhJ_ClB6xnu4T17Vn7UQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zoehtq,7,Paid Partnership,UCvJmQ88h30JW_eCp8TH2xVQ,Zoé Hotuqui,@zoehtq,15800,83,,https://www.youtube.com/channel/UCvJmQ88h30JW_eCp8TH2xVQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
hermnews,3,Promotional Content,UC21pymHDE_FifMfpQ_nDe2Q,Hermnews ,@hermnews,15800,878,,https://www.youtube.com/channel/UC21pymHDE_FifMfpQ_nDe2Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lameutebordelaise,2,Paid Partnership,UC5FYhEU-2x8rfDVuct7-bEg,La meute bordelaise,@lameutebordelaise,15700,115,,https://www.youtube.com/channel/UC5FYhEU-2x8rfDVuct7-bEg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
muatori,2,Paid Partnership,UCE5tn8mo9nVtCVqmCS3VweA,Muatori,@muatori,15700,1,,https://www.youtube.com/channel/UCE5tn8mo9nVtCVqmCS3VweA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kaevane,1,Paid Partnership,UCI7aPzWBIPXcNyDRtxGDTLg,Kaevane,@kaevane,15700,335,FR,https://www.youtube.com/channel/UCI7aPzWBIPXcNyDRtxGDTLg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chocacaothe,1,Paid Partnership,UCUsWxeglrvZ7LOR-76VWO_A,Anthony Créateur Food ,@chocacaothe,15700,531,FR,https://www.youtube.com/channel/UCUsWxeglrvZ7LOR-76VWO_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mot_h5,3,Paid Partnership,UCmdNJZIR-D9LFBwlA3F4Csw,معاذ القوي,@mot_h5,15600,485,,https://www.youtube.com/channel/UCmdNJZIR-D9LFBwlA3F4Csw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ogee_off,1,Paid Partnership,UCdjUfeLF3_ojhYpMWUzK0qw,OGEE,@ogee_off,15600,0,FR,https://www.youtube.com/channel/UCdjUfeLF3_ojhYpMWUzK0qw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
to.fourneau,4,Paid Partnership,UCIKOojeJMqrAg2isHpNn7uQ,T🍪 FOURNEAU,@to.fourneau,15400,900,,https://www.youtube.com/channel/UCIKOojeJMqrAg2isHpNn7uQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lesduchemins,2,Paid Partnership,UCCFrRQSK3688xTBa7HSNEyw,LES DUCHEMINS,@lesduchemins,15400,26,,https://www.youtube.com/channel/UCCFrRQSK3688xTBa7HSNEyw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lingeer__,8,Paid Partnership,UC_ZSJDZTGWUVvqy0SJjB8Hg,Lingeer,@lingeer__,15300,70,FR,https://www.youtube.com/channel/UC_ZSJDZTGWUVvqy0SJjB8Hg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aaronandmams,5,Paid Partnership,UC-UvIXUetDNCNXcKgmUJhCg,aaronandmams,@aaronandmams,15300,688,FR,https://www.youtube.com/channel/UC-UvIXUetDNCNXcKgmUJhCg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chaumet,1,Paid Partnership,UCme6WtMnIzHZn0-0Nht7tCA,CHAUMET,@chaumet,15300,236,FR,https://www.youtube.com/channel/UCme6WtMnIzHZn0-0Nht7tCA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zistora,20,Promotional Content,UC_cu9P7Kdlsj2w8Cz-FBLgg,NARREO,@zistora,14800,18,,https://www.youtube.com/channel/UC_cu9P7Kdlsj2w8Cz-FBLgg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
martincuisto,1,Paid Partnership,UC40QVtvgx38UgAaxZPKd6Ew,Martin,@martincuisto,14800,206,FR,https://www.youtube.com/channel/UC40QVtvgx38UgAaxZPKd6Ew,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
playpaxdei,1,Paid Partnership,UCUN5qM5NQ5k3-6QXRcQxN_w,Pax Dei,@playpaxdei,14700,41,FI,https://www.youtube.com/channel/UCUN5qM5NQ5k3-6QXRcQxN_w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
moela9581,6,Paid Partnership,UCr6vpasYfmbQcf0XQvfH2bg,BricoTest Officiel,@moela9581,14600,108,FR,https://www.youtube.com/channel/UCr6vpasYfmbQcf0XQvfH2bg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
legoat2215,2,Promotional Content,UCiuqjg1-YycEUmBl-IE-frg,TheGoat🔥,@legoat2215,14500,119,,https://www.youtube.com/channel/UCiuqjg1-YycEUmBl-IE-frg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
paulinecharbit,20,Paid Partnership,UC8z6UB9J32GjYHsA63XM8oQ,Pauline Charbit,@paulinecharbit,14400,30,FR,https://www.youtube.com/channel/UC8z6UB9J32GjYHsA63XM8oQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
amadeojkc,5,Paid Partnership,UC-HjotFFAinVc5pxJ96R7Dg,Amadeo 🩵,@amadeojkc,14200,181,FR,https://www.youtube.com/channel/UC-HjotFFAinVc5pxJ96R7Dg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cestlaliequoi,4,Paid Partnership,UCFBlNbgVIxrtcXQ96A4Ftog,Lalie,@cestlaliequoi,14100,243,FR,https://www.youtube.com/channel/UCFBlNbgVIxrtcXQ96A4Ftog,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
thibaultdms,2,Paid Partnership,UCKKOPNoa9kyGX7mdyFsMK6w,Thibault Dams,@thibaultdms,14100,92,,https://www.youtube.com/channel/UCKKOPNoa9kyGX7mdyFsMK6w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kusa_alex,1,Paid Partnership,UCLZ3VQs9vpaB2qNeH71Qv8g,Kusa,@kusa_alex,14000,1079,FR,https://www.youtube.com/channel/UCLZ3VQs9vpaB2qNeH71Qv8g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
doctorjfk,5,Paid Partnership,UCKVJeoghLsk-49WJpdaeBWQ,Doctor JFK,@doctorjfk,13700,584,FR,https://www.youtube.com/channel/UCKVJeoghLsk-49WJpdaeBWQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lisablossombooks,2,Paid Partnership,UC55HTdvlG6VyD62eqXt50Mg,Lisa Blossom,@lisablossombooks,13700,105,,https://www.youtube.com/channel/UC55HTdvlG6VyD62eqXt50Mg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cleanwithcha,1,Paid Partnership,UCNidKwBPhUksyRO-nabJ9BQ,Cleanwithcha,@cleanwithcha,13700,110,,https://www.youtube.com/channel/UCNidKwBPhUksyRO-nabJ9BQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
infodigitaefr,1,Paid Partnership,UCni3jXvNfbv8pXmROsEFKHw,InfoDigitaeFR - Astuces PC,@infodigitaefr,13700,319,FR,https://www.youtube.com/channel/UCni3jXvNfbv8pXmROsEFKHw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
armellebdn,10,Paid Partnership,UCHFMiGY3u7-tj2s8H-BM50Q,armellebdn,@armellebdn,13600,985,FR,https://www.youtube.com/channel/UCHFMiGY3u7-tj2s8H-BM50Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
benjaminfenetre,2,Paid Partnership,UCosrwAZWCOu7OewfyUagkJA,Benjamin Fenêtre,@benjaminfenetre,13600,326,,https://www.youtube.com/channel/UCosrwAZWCOu7OewfyUagkJA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
naptunix,3,Paid Partnership,UC2uNOSew0mgTUErUZJ6jLHw,Naptunix ,@naptunix,13500,1020,,https://www.youtube.com/channel/UC2uNOSew0mgTUErUZJ6jLHw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lilouakeup,1,Paid Partnership,UCZ82QmGUybzyNk4Dhx228ug,Lilouakeup,@lilouakeup,13500,424,,https://www.youtube.com/channel/UCZ82QmGUybzyNk4Dhx228ug,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mistrkoda,1,Paid Partnership,UCjg7XmEs4DNg0ltfRn8j1Tw,Mistrkoda,@mistrkoda,13400,37,FR,https://www.youtube.com/channel/UCjg7XmEs4DNg0ltfRn8j1Tw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
creationsinguliere,1,Paid Partnership,UCajnIPF7V8Xglz8OQnkKp0Q,Création Singulière,@creationsinguliere,13400,483,,https://www.youtube.com/channel/UCajnIPF7V8Xglz8OQnkKp0Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
harmony.glitch,1,Paid Partnership,UC4RHvJCCwufQ4geHzD8jVNg,Harmony 💜,@harmony.glitch,13400,359,,https://www.youtube.com/channel/UC4RHvJCCwufQ4geHzD8jVNg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
axelleagostini,4,Paid Partnership,UCO-HsshnGD3Jcf8J8ccsUDg,Axelle Agostini,@axelleagostini,13300,350,,https://www.youtube.com/channel/UCO-HsshnGD3Jcf8J8ccsUDg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
the.cozysoul,1,Paid Partnership,UC1T8StEI9gmv0DSjESQj8xQ,The Cozy Soul 🍂,@the.cozysoul,13300,261,,https://www.youtube.com/channel/UC1T8StEI9gmv0DSjESQj8xQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
